dataset,model,view,feature,class_label,n,spearman_rho,spearman_p,partial_n,partial_spearman_rho,partial_spearman_p,orientation,analysis_stage,spearman_q,partial_spearman_q
ASVspoof5,Spectra-AASIST,preemphasized_crop,crest_factor_db,1,5000,0.0570263614824231,5.468425351043855e-05,5000,-0.04746136036398131,0.0012574237998441574,negated_raw_is_spoof,screen,8.718343620169564e-05,0.002223654719724405
ASVspoof5,Spectra-AASIST,preemphasized_crop,peak_dbfs,1,5000,0.269679322899896,4.704070350563184e-84,5000,-0.059517357148214316,5.20625257216437e-05,negated_raw_is_spoof,screen,5.450233233755965e-83,0.00010601823419680171
ASVspoof5,Spectra-AASIST,preemphasized_crop,rms_dbfs,1,5000,0.2869479023648029,2.170914099688047e-95,5000,-0.03613715887166083,0.014075251148060705,negated_raw_is_spoof,screen,3.3536879884836036e-94,0.0220222788626235
ASVspoof5,Spectra-AASIST,preemphasized_crop,integrated_lufs,1,5000,0.2930238451359864,1.4188482709896013e-99,5000,0.04693185041571942,0.001423498714138866,negated_raw_is_spoof,screen,2.4765351639091226e-98,0.0025074472762813054
ASVspoof5,Spectra-AASIST,preemphasized_crop,silence_fraction,1,5000,0.00905168663537777,0.5222350283254034,5000,0.026485127236258475,0.07197783335553617,negated_raw_is_spoof,screen,0.5566089437504695,0.0979131660221059
ASVspoof5,Spectra-AASIST,preemphasized_crop,clipping_fraction,1,5000,-0.007100465532226864,0.6156959919962601,5000,-0.05829758104228018,7.398193301402817e-05,negated_raw_is_spoof,screen,0.6454722412191682,0.00014907304043606278
ASVspoof5,Spectra-AASIST,preemphasized_crop,frame_rms_cv,1,5000,-0.1055827306098432,7.160804867092354e-14,5000,-0.03804008059746206,0.009745743786985565,negated_raw_is_spoof,screen,1.5881389012165222e-13,0.01564907962928148
ASVspoof5,Spectra-AASIST,preemphasized_crop,frame_rms_range_db,1,5000,0.027279436211832153,0.05375270699751058,5000,0.04176026438022856,0.004543846655260362,negated_raw_is_spoof,screen,0.06574358191676027,0.007643216401339082
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_centroid_hz,1,5000,0.1916773238796932,1.3885199607582148e-42,5000,0.15391147164758645,7.227943490210989e-26,negated_raw_is_spoof,screen,6.47975981687167e-42,3.270826953145983e-25
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_centroid_std_hz,1,5000,0.14858939293914186,4.4269777682079784e-26,5000,0.16660695461264505,4.370857037653909e-30,negated_raw_is_spoof,screen,1.3553207563716454e-25,2.216766739096926e-29
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_bandwidth_hz,1,5000,0.14295722184971987,3.0437092359606616e-24,5000,0.2050549344891412,5.204909147460776e-45,negated_raw_is_spoof,screen,9.010452011302047e-24,4.188861014483403e-44
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_rolloff85_hz,1,5000,0.19572548592447916,2.3182783975133874e-44,5000,0.19007091649948338,8.360819721774373e-39,negated_raw_is_spoof,screen,1.1330058786392702e-43,5.822249588634589e-38
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_flatness,1,5000,0.12900146023825051,5.297254551056324e-20,5000,0.18066722151783918,3.6424277735639536e-35,negated_raw_is_spoof,screen,1.4559325391860325e-19,2.2251922398499787e-34
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_slope_db_per_khz,1,5000,0.1130921676624009,1.0525847670239053e-15,5000,0.15630550982341906,1.2302334607635049e-26,negated_raw_is_spoof,screen,2.4862459171882754e-15,5.681902994041755e-26
ASVspoof5,Spectra-AASIST,preemphasized_crop,low_high_energy_ratio_db,1,5000,-0.18460690325356785,1.4194717555753108e-39,5000,-0.16970873488478697,3.6064431341258005e-31,negated_raw_is_spoof,screen,6.075700762717254e-39,1.9234363382004268e-30
ASVspoof5,Spectra-AASIST,preemphasized_crop,spectral_flux,1,5000,-0.19152248903928576,1.620866530752181e-42,5000,-0.17628235703904474,1.554893963612199e-33,negated_raw_is_spoof,screen,7.486063977082239e-42,8.969002090535602e-33
ASVspoof5,Spectra-AASIST,preemphasized_crop,f0_median_hz,1,4280,-0.0985740722320442,1.0282049177946207e-10,4280,0.03313918145752042,0.03860393209908798,negated_raw_is_spoof,screen,2.0874734282718584e-10,0.05584896097004763
ASVspoof5,Spectra-AASIST,preemphasized_crop,f0_iqr_hz,1,4280,-0.12098163348561101,1.9943088586382767e-15,4280,-0.004982488488528294,0.7558775322887817,negated_raw_is_spoof,screen,4.6696012299823064e-15,0.7949134611863244
