model,item_id,family,template,k,n_steps,n_boundaries,method,control_of,attn_entropy,attn_text_mass,attn_per_occurrence,n_occ_cols,layer,layer_frac,d1,q_hat,r2,n_fit,d_median,n_eff,alpha,log_kf,floor,horizon
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,7,0.4666666666666667,nan,nan,nan,3,0.0,nan,nan,nan,2.1699390411376953,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,8,0.5333333333333333,nan,nan,nan,3,0.0,nan,nan,nan,2.3098803758621216,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,9,0.6,nan,nan,nan,3,0.0,nan,nan,nan,2.5550127029418945,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,10,0.6666666666666666,nan,nan,nan,3,0.0,272.13417736610415,0.9205369809922515,2.2689953909481853,3.312368392944336,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,11,0.7333333333333333,nan,nan,nan,3,0.0,nan,nan,nan,4.631035089492798,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,12,0.8,nan,nan,nan,3,0.0,nan,nan,nan,7.191515922546387,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,13,0.8666666666666667,nan,nan,nan,3,0.0,nan,nan,nan,12.059901237487793,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,14,0.9333333333333333,nan,nan,nan,3,0.0,nan,nan,nan,18.040839672088623,inf
llasa1b,ct_blue_t4_k16,control_word,t4,16,655,16,attention,wr_blue_t4_k16,3.007575511932373,0.004769444465637207,0.00019422173500061035,16,15,1.0,nan,nan,nan,3,0.0,235.4958261374822,1.0542450743769183,0.42582031267043474,38.12021255493164,inf
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,0,0.0,4.3834140268714545,0.9432124589116082,0.6172650710903184,18,2.232696533203125,251.56583363768314,0.8209904662294095,3.8300388833300882,0.684734433889389,31.755626598581333
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,1,0.06666666666666667,5.356471289452074,0.9513380029649151,0.556365890180144,18,2.9675686359405518,nan,nan,nan,1.0784475207328796,32.129001180594
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,2,0.13333333333333333,6.172120610350672,0.9519302516534051,0.5463591860636751,18,3.5178332328796387,nan,nan,nan,1.1806843876838684,33.573493862728505
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,3,0.2,7.362123118392815,0.9524919750680111,0.5293389639917996,18,4.465572357177734,nan,nan,nan,1.4041380882263184,34.04155027352678
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,4,0.26666666666666666,8.109928298173907,0.9556969588398839,0.4625724787906961,18,4.9029860496521,nan,nan,nan,1.7103135585784912,34.34696562842932
llasa1b,ct_blue_t4_k24,control_word,t4,24,1050,24,attention,wr_blue_t4_k24,3.3371987342834473,0.0038994550704956055,0.00011897087097167969,24,5,0.3333333333333333,8.894368717724921,0.954928619799199,0.4519785678123607,18,5.485745906829834,299.8938923672861,0.7719426392325764,2.6121944299182362,1.9094266891479492,33.36208123016956
