model,item_id,family,template,k,n_steps,n_boundaries,method,control_of,attn_text_entropy,attn_text_mass,attn_share,attn_share_max,attn_block_entropy,attn_unif_dev,attn_per_occurrence,n_occ_cols,layer,layer_frac,q_hat,r2,slope,sigma_early,sigma_late,sigma_ratio,q_bnd,r2_bnd,d1,d_median,n_eff,alpha,log_kf,floor,horizon_scale,horizon
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,10,0.6666666666666666,0.43486860474329575,0.539835462148569,-0.2081778378958917,0.45276711881160736,0.11572708189487457,0.25559957224505886,nan,nan,nan,nan,95.40157485408835,1.4381214906487714,4.547978371294639,10.82334280014038,1.2008963227153089,nan
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,11,0.7333333333333333,0.4556978875848132,0.48610817205265566,-0.19648130406554645,0.4574826508760452,0.12417376413941383,0.2714283566855056,nan,nan,nan,nan,nan,nan,nan,16.04797077178955,1.2723856918040386,nan
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,12,0.8,0.4512857695595647,0.47623254737755893,-0.1989136261886348,0.456836462020874,0.1205933690071106,0.26397492107711923,nan,nan,nan,nan,nan,nan,nan,25.316290855407715,1.2568269192524735,nan
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,13,0.8666666666666667,0.4719864887933051,0.44837947812906,-0.18770122981105256,0.4982319623231888,0.14391234517097473,0.28884607181749394,nan,nan,nan,nan,nan,nan,nan,41.54749298095703,1.3319038998927168,nan
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,14,0.9333333333333333,0.4344618432782419,0.4879573792340711,-0.2084117889185805,0.4575767517089844,0.11414751410484314,0.24946091268517978,nan,nan,nan,nan,nan,nan,nan,67.78435516357422,1.1995482659460623,nan
llasa1b,ct_blue_t4_k02,control_word,t4,2,2048,2,uniform,wr_blue_t4_k02,2.0985536575317383,0.0006481409072875977,0.5,0.5468600988388062,0.6887490153312683,0.046860069036483765,5.0187110900878906e-05,2,15,1.0,0.4280981437220199,0.5194287341112784,-0.21210070048140447,0.49432572722435,0.11995695903897285,0.2426678451727242,nan,nan,nan,nan,75.79612146509004,1.549725004052282,2.988160913683857,158.72069549560547,1.1786854047750694,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,0,0.0,0.902926288208282,0.28494102046697634,-0.03829288454557989,0.7591154873371124,0.60982745885849,0.8033395037133187,nan,nan,nan,1.85914945602417,102.77922856748921,0.8745817495453353,3.324236850185139,2.381383180618286,9.792942068744876,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,1,0.06666666666666667,0.9144116008495407,0.25548071018615637,-0.03355292990200644,0.8030883967876434,0.6544431149959564,0.8149079448958936,nan,nan,nan,2.7574095726013184,nan,nan,nan,3.211490035057068,11.176371216916454,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,2,0.13333333333333333,0.88132123552951,0.5178514096361226,-0.04737491005469503,0.838908314704895,0.6295779645442963,0.7504729104583551,nan,nan,nan,3.4153060913085938,nan,nan,nan,3.6337610483169556,7.915582310701112,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,3,0.2,0.8890372517763665,0.49817030276411933,-0.044106053000851166,0.9000536203384399,0.6818143427371979,0.7575263599082249,nan,nan,nan,4.06871223449707,nan,nan,nan,4.295841217041016,8.502234375693583,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,4,0.26666666666666666,0.894337046439569,0.54836303729768,-0.04187721203197162,0.9049826562404633,0.6885718703269958,0.760867476938735,nan,nan,nan,4.470406532287598,nan,nan,nan,4.936619520187378,8.95475084907043,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,5,0.3333333333333333,0.8883550441232541,0.5497793340007868,-0.04439392178825431,0.9228935837745667,0.6966308653354645,0.7548333606202956,nan,nan,nan,5.1531572341918945,126.03325085902176,0.7435857054633171,1.9778727208222153,5.507828712463379,8.44710232604899,nan
llasa1b,ct_blue_t4_k03,control_word,t4,3,190,3,attention,wr_blue_t4_k03,2.2449393272399902,0.0032608509063720703,0.3333333432674408,0.38530319929122925,1.089292287826538,0.060454100370407104,0.0002644856576807797,3,6,0.4,0.928623894565299,0.3344290909544908,-0.027769301966376683,0.9183216989040375,0.762151449918747,0.8299394981391919,nan,nan,nan,5.409133434295654,nan,nan,nan,5.787367105484009,13.504120501626314,nan
